station_id,num_bikes_available,num_bikes_disabled,is_charging_station,status,traffic,num_docks_available,num_docks_disabled,last_reported,is_installed,is_renting,is_returning,num_bikes_available_types.mechanical,num_bikes_available_types.ebike
7364,8,0,False,IN_SERVICE,,11,0,1771820896,1,1,1,8,0
7365,19,0,False,IN_SERVICE,,4,0,1771820910,1,1,1,19,0
7366,20,0,False,IN_SERVICE,,0,0,1771820902,1,1,1,20,0
7367,2,0,False,IN_SERVICE,,13,1,1771820922,1,1,1,2,0
7368,5,0,False,IN_SERVICE,,2,0,1771820840,1,1,1,5,0
7371,1,0,False,IN_SERVICE,,19,0,1771820857,1,1,1,1,0
7373,14,0,False,IN_SERVICE,,1,0,1771820890,1,1,1,14,0
7374,16,0,False,IN_SERVICE,,3,0,1771820960,1,1,1,16,0
7375,3,0,False,IN_SERVICE,,8,0,1771820876,1,1,1,3,0
7376,1,0,False,IN_SERVICE,,18,0,1771820934,1,1,1,1,0
7377,20,0,False,IN_SERVICE,,16,0,1771820854,1,1,1,20,0
7378,0,0,False,IN_SERVICE,,15,0,1771820864,1,1,1,0,0
7379,7,0,False,IN_SERVICE,,8,0,1771820937,1,1,1,7,0
7380,1,0,False,IN_SERVICE,,14,1,1771820961,1,1,1,1,0
7381,21,0,False,IN_SERVICE,,14,0,1771820941,1,1,1,21,0
7382,22,0,False,IN_SERVICE,,5,0,1771820926,1,1,1,22,0
7383,14,0,False,IN_SERVICE,,0,1,1771820958,1,1,1,14,0
7384,0,0,False,IN_SERVICE,,9,0,1771820884,1,1,1,0,0
7385,1,0,True,IN_SERVICE,,32,0,1771820955,1,1,1,1,0
7386,13,0,False,IN_SERVICE,,2,0,1771820964,1,1,1,12,1
7387,1,0,False,IN_SERVICE,,11,0,1771820950,1,1,1,1,0
7388,7,0,False,IN_SERVICE,,7,1,1771820870,1,1,1,7,0
7389,17,0,False,IN_SERVICE,,6,1,1771820911,1,1,1,17,0
7391,15,0,False,IN_SERVICE,,15,0,1771820851,1,1,1,15,0
7395,5,0,False,IN_SERVICE,,16,1,1771820845,1,1,1,4,1
7398,17,0,False,IN_SERVICE,,2,0,1771820912,1,1,1,17,0
7399,15,0,False,IN_SERVICE,,3,0,1771820920,1,1,1,15,0
7400,18,0,False,IN_SERVICE,,5,0,1771820916,1,1,1,18,0
7403,7,0,False,IN_SERVICE,,10,2,1771820888,1,1,1,7,0
7404,6,0,False,IN_SERVICE,,13,0,1771820899,1,1,1,5,1
7407,14,0,False,IN_SERVICE,,8,1,1771820888,1,1,1,14,0
7409,19,0,False,IN_SERVICE,,8,0,1771820846,1,1,1,19,0
7410,7,0,False,IN_SERVICE,,11,1,1771820937,1,1,1,1,6
7411,17,1,False,IN_SERVICE,,5,0,1771820879,1,1,1,17,0
7412,0,0,False,IN_SERVICE,,23,0,1771820859,1,1,1,0,0
7414,2,0,False,IN_SERVICE,,11,2,1771820926,1,1,1,2,0
7415,1,0,False,IN_SERVICE,,22,0,1771820915,1,1,1,1,0
7416,18,0,False,IN_SERVICE,,12,0,1771820882,1,1,1,18,0
7417,6,0,False,IN_SERVICE,,5,0,1771820945,1,1,1,6,0
7418,10,0,False,IN_SERVICE,,15,0,1771820874,1,1,1,10,0
7419,7,0,False,IN_SERVICE,,19,1,1771820961,1,1,1,7,0
7420,10,0,False,IN_SERVICE,,17,0,1771820853,1,1,1,10,0
7422,3,0,False,IN_SERVICE,,12,1,1771820878,1,1,1,3,0
7425,17,0,False,IN_SERVICE,,5,0,1771820903,1,1,1,17,0
7427,15,0,False,IN_SERVICE,,9,2,1771820961,1,1,1,15,0
7428,21,0,False,IN_SERVICE,,6,0,1771820888,1,1,1,21,0
7429,3,0,False,IN_SERVICE,,12,0,1771820944,1,1,1,3,0
7430,1,0,False,IN_SERVICE,,25,1,1771820888,1,1,1,1,0
7431,2,0,False,IN_SERVICE,,20,0,1771820871,1,1,1,2,0
7432,21,0,False,IN_SERVICE,,26,0,1771820948,1,1,1,21,0
7433,12,0,False,IN_SERVICE,,2,0,1771820944,1,1,1,12,0
7434,0,1,True,IN_SERVICE,,37,1,1771820894,1,1,1,0,0
7435,1,0,False,IN_SERVICE,,10,0,1771820919,1,1,1,1,0
7437,1,0,False,IN_SERVICE,,14,0,1771820844,1,1,1,1,0
7438,0,0,False,IN_SERVICE,,16,3,1771820856,1,1,1,0,0
7441,1,0,False,IN_SERVICE,,20,1,1771820884,1,1,1,1,0
